index,symbol,reason,timestamp,date,issues
7028,FUT12,missing_or_invalid_timestamp,nan,,
7029,FUT12,missing_or_invalid_timestamp,nan,,
7030,FUT12,missing_or_invalid_timestamp,nan,,
7031,FUT12,missing_or_invalid_timestamp,nan,,
7032,FUT12,missing_or_invalid_timestamp,nan,,
7033,FUT12,missing_or_invalid_timestamp,nan,,
7034,FUT12,missing_or_invalid_timestamp,nan,,
7035,FUT12,missing_or_invalid_timestamp,nan,,
7036,FUT12,missing_or_invalid_timestamp,nan,,
7037,FUT12,missing_or_invalid_timestamp,nan,,
7038,FUT12,missing_or_invalid_timestamp,nan,,
7039,FUT12,missing_or_invalid_timestamp,nan,,
7040,FUT12,missing_or_invalid_timestamp,nan,,
7041,FUT12,missing_or_invalid_timestamp,nan,,
7042,FUT12,missing_or_invalid_timestamp,nan,,
7043,FUT12,missing_or_invalid_timestamp,nan,,
7044,FUT12,missing_or_invalid_timestamp,nan,,
7045,FUT12,missing_or_invalid_timestamp,nan,,
7046,FUT12,missing_or_invalid_timestamp,nan,,
7047,FUT12,missing_or_invalid_timestamp,nan,,
7048,FUT12,missing_or_invalid_timestamp,nan,,
7049,FUT12,missing_or_invalid_timestamp,nan,,
7050,FUT12,missing_or_invalid_timestamp,nan,,
7051,FUT12,missing_or_invalid_timestamp,nan,,
7052,FUT12,missing_or_invalid_timestamp,nan,,
7053,FUT12,missing_or_invalid_timestamp,nan,,
7054,FUT12,missing_or_invalid_timestamp,nan,,
7055,FUT12,missing_or_invalid_timestamp,nan,,
7056,FUT12,missing_or_invalid_timestamp,nan,,
7057,FUT12,missing_or_invalid_timestamp,nan,,
7058,FUT12,missing_or_invalid_timestamp,nan,,
7059,FUT12,missing_or_invalid_timestamp,nan,,
7060,FUT12,missing_or_invalid_timestamp,nan,,
7061,FUT12,missing_or_invalid_timestamp,nan,,
7062,FUT12,missing_or_invalid_timestamp,nan,,
7063,FUT12,missing_or_invalid_timestamp,nan,,
7064,FUT12,missing_or_invalid_timestamp,nan,,
7065,FUT12,missing_or_invalid_timestamp,nan,,
7066,FUT12,missing_or_invalid_timestamp,nan,,
7067,FUT12,missing_or_invalid_timestamp,nan,,
7068,FUT12,missing_or_invalid_timestamp,nan,,
7069,FUT12,missing_or_invalid_timestamp,nan,,
7070,FUT12,missing_or_invalid_timestamp,nan,,
7071,FUT12,missing_or_invalid_timestamp,nan,,
7072,FUT12,missing_or_invalid_timestamp,nan,,
7073,FUT12,missing_or_invalid_timestamp,nan,,
7074,FUT12,missing_or_invalid_timestamp,nan,,
7075,FUT12,missing_or_invalid_timestamp,nan,,
7076,FUT12,missing_or_invalid_timestamp,nan,,
7077,FUT12,missing_or_invalid_timestamp,nan,,
7078,FUT12,missing_or_invalid_timestamp,nan,,
7079,FUT12,missing_or_invalid_timestamp,nan,,
7080,FUT12,missing_or_invalid_timestamp,nan,,
7081,FUT12,missing_or_invalid_timestamp,nan,,
7082,FUT12,missing_or_invalid_timestamp,nan,,
7083,FUT12,missing_or_invalid_timestamp,nan,,
7084,FUT12,missing_or_invalid_timestamp,nan,,
7085,FUT12,missing_or_invalid_timestamp,nan,,
7086,FUT12,missing_or_invalid_timestamp,nan,,
7087,FUT12,missing_or_invalid_timestamp,nan,,
7088,FUT12,missing_or_invalid_timestamp,nan,,
7089,FUT12,missing_or_invalid_timestamp,nan,,
7090,FUT12,missing_or_invalid_timestamp,nan,,
7091,FUT12,missing_or_invalid_timestamp,nan,,
7092,FUT12,missing_or_invalid_timestamp,nan,,
7093,FUT12,missing_or_invalid_timestamp,nan,,
7094,FUT12,missing_or_invalid_timestamp,nan,,
7095,FUT12,missing_or_invalid_timestamp,nan,,
7096,FUT12,missing_or_invalid_timestamp,nan,,
7097,FUT12,missing_or_invalid_timestamp,nan,,
7098,FUT12,missing_or_invalid_timestamp,nan,,
7099,FUT12,missing_or_invalid_timestamp,nan,,
7100,FUT12,missing_or_invalid_timestamp,nan,,
7101,FUT12,missing_or_invalid_timestamp,nan,,
7102,FUT12,missing_or_invalid_timestamp,nan,,
7103,FUT12,missing_or_invalid_timestamp,nan,,
7104,FUT12,missing_or_invalid_timestamp,nan,,
7105,FUT12,missing_or_invalid_timestamp,nan,,
7106,FUT12,missing_or_invalid_timestamp,nan,,
7107,FUT12,missing_or_invalid_timestamp,nan,,
7108,FUT12,missing_or_invalid_timestamp,nan,,
7109,FUT12,missing_or_invalid_timestamp,nan,,
7110,FUT12,missing_or_invalid_timestamp,nan,,
7111,FUT12,missing_or_invalid_timestamp,nan,,
7112,FUT12,missing_or_invalid_timestamp,nan,,
7113,FUT12,missing_or_invalid_timestamp,nan,,
7114,FUT12,missing_or_invalid_timestamp,nan,,
7115,FUT12,missing_or_invalid_timestamp,nan,,
7116,FUT12,missing_or_invalid_timestamp,nan,,
7117,FUT12,missing_or_invalid_timestamp,nan,,
7118,FUT12,missing_or_invalid_timestamp,nan,,
7119,FUT12,missing_or_invalid_timestamp,nan,,
7120,FUT12,missing_or_invalid_timestamp,nan,,
7121,FUT12,missing_or_invalid_timestamp,nan,,
7122,FUT12,missing_or_invalid_timestamp,nan,,
7123,FUT12,missing_or_invalid_timestamp,nan,,
7124,FUT12,missing_or_invalid_timestamp,nan,,
7125,FUT12,missing_or_invalid_timestamp,nan,,
7126,FUT12,missing_or_invalid_timestamp,nan,,
7127,FUT12,missing_or_invalid_timestamp,nan,,
7128,FUT12,missing_or_invalid_timestamp,nan,,
7129,FUT12,missing_or_invalid_timestamp,nan,,
7130,FUT12,missing_or_invalid_timestamp,nan,,
7131,FUT12,missing_or_invalid_timestamp,nan,,
7132,FUT12,missing_or_invalid_timestamp,nan,,
7133,FUT12,missing_or_invalid_timestamp,nan,,
7134,FUT12,missing_or_invalid_timestamp,nan,,
7135,FUT12,missing_or_invalid_timestamp,nan,,
7136,FUT12,missing_or_invalid_timestamp,nan,,
7137,FUT12,missing_or_invalid_timestamp,nan,,
7138,FUT12,missing_or_invalid_timestamp,nan,,
7139,FUT12,missing_or_invalid_timestamp,nan,,
7140,FUT12,missing_or_invalid_timestamp,nan,,
7141,FUT12,missing_or_invalid_timestamp,nan,,
7142,FUT12,missing_or_invalid_timestamp,nan,,
7143,FUT12,missing_or_invalid_timestamp,nan,,
7144,FUT12,missing_or_invalid_timestamp,nan,,
7145,FUT12,missing_or_invalid_timestamp,nan,,
7146,FUT12,missing_or_invalid_timestamp,nan,,
7147,FUT12,missing_or_invalid_timestamp,nan,,
7148,FUT12,missing_or_invalid_timestamp,nan,,
7149,FUT12,missing_or_invalid_timestamp,nan,,
7150,FUT12,missing_or_invalid_timestamp,nan,,
7151,FUT12,missing_or_invalid_timestamp,nan,,
7152,FUT12,missing_or_invalid_timestamp,nan,,
7153,FUT12,missing_or_invalid_timestamp,nan,,
7154,FUT12,missing_or_invalid_timestamp,nan,,
7155,FUT12,missing_or_invalid_timestamp,nan,,
7156,FUT12,missing_or_invalid_timestamp,nan,,
7157,FUT12,missing_or_invalid_timestamp,nan,,
7158,FUT12,missing_or_invalid_timestamp,nan,,
7159,FUT12,missing_or_invalid_timestamp,nan,,
7160,FUT12,missing_or_invalid_timestamp,nan,,
7161,FUT12,missing_or_invalid_timestamp,nan,,
7162,FUT12,missing_or_invalid_timestamp,nan,,
7163,FUT12,missing_or_invalid_timestamp,nan,,
7164,FUT12,missing_or_invalid_timestamp,nan,,
7165,FUT12,missing_or_invalid_timestamp,nan,,
7166,FUT12,missing_or_invalid_timestamp,nan,,
7167,FUT12,missing_or_invalid_timestamp,nan,,
7168,FUT12,missing_or_invalid_timestamp,nan,,
7169,FUT12,missing_or_invalid_timestamp,nan,,
7170,FUT12,missing_or_invalid_timestamp,nan,,
7171,FUT12,missing_or_invalid_timestamp,nan,,
7172,FUT12,missing_or_invalid_timestamp,nan,,
7173,FUT12,missing_or_invalid_timestamp,nan,,
7174,FUT12,missing_or_invalid_timestamp,nan,,
7175,FUT12,missing_or_invalid_timestamp,nan,,
7176,FUT12,missing_or_invalid_timestamp,nan,,
7177,FUT12,missing_or_invalid_timestamp,nan,,
7178,FUT12,missing_or_invalid_timestamp,nan,,
7179,FUT12,missing_or_invalid_timestamp,nan,,
7180,FUT12,missing_or_invalid_timestamp,nan,,
7181,FUT12,missing_or_invalid_timestamp,nan,,
7182,FUT12,missing_or_invalid_timestamp,nan,,
7183,FUT12,missing_or_invalid_timestamp,nan,,
7184,FUT12,missing_or_invalid_timestamp,nan,,
7185,FUT12,missing_or_invalid_timestamp,nan,,
7186,FUT12,missing_or_invalid_timestamp,nan,,
7187,FUT12,missing_or_invalid_timestamp,nan,,
7188,FUT12,missing_or_invalid_timestamp,nan,,
7189,FUT12,missing_or_invalid_timestamp,nan,,
7190,FUT12,missing_or_invalid_timestamp,nan,,
7191,FUT12,missing_or_invalid_timestamp,nan,,
7192,FUT12,missing_or_invalid_timestamp,nan,,
7193,FUT12,missing_or_invalid_timestamp,nan,,
7194,FUT12,missing_or_invalid_timestamp,nan,,
7195,FUT12,missing_or_invalid_timestamp,nan,,
7196,FUT12,missing_or_invalid_timestamp,nan,,
7197,FUT12,missing_or_invalid_timestamp,nan,,
7198,FUT12,missing_or_invalid_timestamp,nan,,
7199,FUT12,missing_or_invalid_timestamp,nan,,
7200,FUT12,missing_or_invalid_timestamp,nan,,
7201,FUT12,missing_or_invalid_timestamp,nan,,
7202,FUT12,missing_or_invalid_timestamp,nan,,
7203,FUT12,missing_or_invalid_timestamp,nan,,
7204,FUT12,missing_or_invalid_timestamp,nan,,
7205,FUT12,missing_or_invalid_timestamp,nan,,
7206,FUT12,missing_or_invalid_timestamp,nan,,
7207,FUT12,missing_or_invalid_timestamp,nan,,
7208,FUT12,missing_or_invalid_timestamp,nan,,
7209,FUT12,missing_or_invalid_timestamp,nan,,
7210,FUT12,missing_or_invalid_timestamp,nan,,
7211,FUT12,missing_or_invalid_timestamp,nan,,
7212,FUT12,missing_or_invalid_timestamp,nan,,
7213,FUT12,missing_or_invalid_timestamp,nan,,
7214,FUT12,missing_or_invalid_timestamp,nan,,
7215,FUT12,missing_or_invalid_timestamp,nan,,
7216,FUT12,missing_or_invalid_timestamp,nan,,
7217,FUT12,missing_or_invalid_timestamp,nan,,
7218,FUT12,missing_or_invalid_timestamp,nan,,
7219,FUT12,missing_or_invalid_timestamp,nan,,
7220,FUT12,missing_or_invalid_timestamp,nan,,
7221,FUT12,missing_or_invalid_timestamp,nan,,
7222,FUT12,missing_or_invalid_timestamp,nan,,
7223,FUT12,missing_or_invalid_timestamp,nan,,
7224,FUT12,missing_or_invalid_timestamp,nan,,
7225,FUT12,missing_or_invalid_timestamp,nan,,
7226,FUT12,missing_or_invalid_timestamp,nan,,
7227,FUT12,missing_or_invalid_timestamp,nan,,
7228,FUT12,missing_or_invalid_timestamp,nan,,
7229,FUT12,missing_or_invalid_timestamp,nan,,
7230,FUT12,missing_or_invalid_timestamp,nan,,
7231,FUT12,missing_or_invalid_timestamp,nan,,
7232,FUT12,missing_or_invalid_timestamp,nan,,
7233,FUT12,missing_or_invalid_timestamp,nan,,
7234,FUT12,missing_or_invalid_timestamp,nan,,
7235,FUT12,missing_or_invalid_timestamp,nan,,
7236,FUT12,missing_or_invalid_timestamp,nan,,
7237,FUT12,missing_or_invalid_timestamp,nan,,
7238,FUT12,missing_or_invalid_timestamp,nan,,
7239,FUT12,missing_or_invalid_timestamp,nan,,
7240,FUT12,missing_or_invalid_timestamp,nan,,
7241,FUT12,missing_or_invalid_timestamp,nan,,
7242,FUT12,missing_or_invalid_timestamp,nan,,
7243,FUT12,missing_or_invalid_timestamp,nan,,
7244,FUT12,missing_or_invalid_timestamp,nan,,
7245,FUT12,missing_or_invalid_timestamp,nan,,
7246,FUT12,missing_or_invalid_timestamp,nan,,
7247,FUT12,missing_or_invalid_timestamp,nan,,
7248,FUT12,missing_or_invalid_timestamp,nan,,
7249,FUT12,missing_or_invalid_timestamp,nan,,
7250,FUT12,missing_or_invalid_timestamp,nan,,
7251,FUT12,missing_or_invalid_timestamp,nan,,
7252,FUT12,missing_or_invalid_timestamp,nan,,
7253,FUT12,missing_or_invalid_timestamp,nan,,
7254,FUT12,missing_or_invalid_timestamp,nan,,
7255,FUT12,missing_or_invalid_timestamp,nan,,
7256,FUT12,missing_or_invalid_timestamp,nan,,
7257,FUT12,missing_or_invalid_timestamp,nan,,
7258,FUT12,missing_or_invalid_timestamp,nan,,
7259,FUT12,missing_or_invalid_timestamp,nan,,
7260,FUT12,missing_or_invalid_timestamp,nan,,
7261,FUT12,missing_or_invalid_timestamp,nan,,
7262,FUT12,missing_or_invalid_timestamp,nan,,
7263,FUT12,missing_or_invalid_timestamp,nan,,
7264,FUT12,missing_or_invalid_timestamp,nan,,
7265,FUT12,missing_or_invalid_timestamp,nan,,
7266,FUT12,missing_or_invalid_timestamp,nan,,
7267,FUT12,missing_or_invalid_timestamp,nan,,
7268,FUT12,missing_or_invalid_timestamp,nan,,
7269,FUT12,missing_or_invalid_timestamp,nan,,
7270,FUT12,missing_or_invalid_timestamp,nan,,
7271,FUT12,missing_or_invalid_timestamp,nan,,
7272,FUT12,missing_or_invalid_timestamp,nan,,
7273,FUT12,missing_or_invalid_timestamp,nan,,
7274,FUT12,missing_or_invalid_timestamp,nan,,
7275,FUT12,missing_or_invalid_timestamp,nan,,
7276,FUT12,missing_or_invalid_timestamp,nan,,
7277,FUT12,missing_or_invalid_timestamp,nan,,
7278,FUT12,missing_or_invalid_timestamp,nan,,
7279,FUT12,missing_or_invalid_timestamp,nan,,
7280,FUT12,missing_or_invalid_timestamp,nan,,
7281,FUT12,missing_or_invalid_timestamp,nan,,
7282,FUT12,missing_or_invalid_timestamp,nan,,
7283,FUT12,missing_or_invalid_timestamp,nan,,
7284,FUT12,missing_or_invalid_timestamp,nan,,
7285,FUT12,missing_or_invalid_timestamp,nan,,
7286,FUT12,missing_or_invalid_timestamp,nan,,
7287,FUT12,missing_or_invalid_timestamp,nan,,
7288,FUT12,missing_or_invalid_timestamp,nan,,
7289,FUT12,missing_or_invalid_timestamp,nan,,
7290,FUT12,missing_or_invalid_timestamp,nan,,
7291,FUT12,missing_or_invalid_timestamp,nan,,
7292,FUT12,missing_or_invalid_timestamp,nan,,
7293,FUT12,missing_or_invalid_timestamp,nan,,
7294,FUT12,missing_or_invalid_timestamp,nan,,
7295,FUT12,missing_or_invalid_timestamp,nan,,
7296,FUT12,missing_or_invalid_timestamp,nan,,
7297,FUT12,missing_or_invalid_timestamp,nan,,
7298,FUT12,missing_or_invalid_timestamp,nan,,
7299,FUT12,missing_or_invalid_timestamp,nan,,
7300,FUT12,missing_or_invalid_timestamp,nan,,
7301,FUT12,missing_or_invalid_timestamp,nan,,
7302,FUT12,missing_or_invalid_timestamp,nan,,
7303,FUT12,missing_or_invalid_timestamp,nan,,
7304,FUT12,missing_or_invalid_timestamp,nan,,
