Symbol,Date,Timestamp,sentinel_values,negative_values,ohlc_violation,high_lt_low,open_outside_range,close_outside_range,has_missing_data,is_duplicate,stale_prices,volume_price_anomaly,statistical_outliers,volume_jump_outliers,has_any_issue
FUT3,2023-01-20,44946.0,False,True,False,False,False,False,False,False,False,False,True,False,True
FUT4,2023-01-20,44946.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT5,2023-01-20,44946.0,False,False,False,False,False,False,False,False,False,False,True,False,True
FUT6,2023-01-20,44946.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT7,2023-01-20,44946.0,False,False,False,False,False,False,False,False,False,False,False,True,True
FUT8,2023-01-20,44946.0,False,True,False,False,False,False,False,False,False,False,False,False,True
FUT9,2023-01-20,44946.0,False,False,False,False,False,False,False,False,False,False,True,True,True
FUT1,2023-01-23,44949.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT10,2023-01-23,44949.0,True,False,True,False,False,True,False,False,False,False,True,False,True
FUT2,2023-01-23,44949.0,False,False,False,False,False,False,False,False,False,False,False,True,True
FUT3,2023-01-23,44949.0,False,False,False,False,False,False,False,False,False,False,True,False,True
FUT4,2023-01-23,44949.0,False,True,False,False,False,False,False,False,False,False,False,False,True
FUT5,2023-01-23,44949.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT6,2023-01-23,44949.0,False,False,True,False,True,False,False,False,False,False,False,False,True
FUT7,2023-01-23,44949.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT8,2023-01-23,44949.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT9,2023-01-23,44949.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT1,2023-01-24,44950.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT10,2023-01-24,44950.0,False,True,False,False,False,False,False,False,False,False,True,False,True
FUT2,2023-01-24,44950.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT3,2023-01-24,44950.0,True,False,True,False,False,True,False,False,False,False,True,False,True
FUT4,2023-01-24,44950.0,False,True,False,False,False,False,False,False,False,False,False,False,True
FUT5,2023-01-24,44950.0,False,True,False,False,False,False,False,False,False,False,False,False,True
FUT6,2023-01-24,44950.0,True,True,False,False,False,False,False,False,False,False,False,False,True
FUT7,2023-01-24,44950.0,False,True,False,False,False,False,False,False,False,False,False,True,True
FUT8,2023-01-24,44950.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT9,2023-01-24,44950.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT1,2023-01-25,44951.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT10,2023-01-25,44951.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT2,2023-01-25,44951.0,False,False,True,True,True,True,False,False,False,False,False,False,True
FUT3,2023-01-25,44951.0,True,False,False,False,False,False,False,False,False,False,True,False,True
FUT4,2023-01-25,44951.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT5,2023-01-25,44951.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT6,2023-01-25,44951.0,False,False,True,False,True,False,False,False,False,False,False,False,True
FUT7,2023-01-25,44951.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT8,2023-01-25,44951.0,True,False,False,False,False,False,False,False,False,False,False,False,True
FUT9,2023-01-25,44951.0,True,True,True,False,True,True,False,False,False,False,False,False,True
FUT1,2023-01-26,44952.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT10,2023-01-26,44952.0,False,False,True,False,False,True,False,False,False,False,False,False,True
FUT2,2023-01-26,44952.0,False,False,True,False,False,True,False,False,False,False,True,False,True
FUT3,2023-01-26,44952.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT4,2023-01-26,44952.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT5,2023-01-26,44952.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT6,2023-01-26,44952.0,False,True,False,False,False,False,False,False,False,False,False,False,True
FUT7,2023-01-26,44952.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT8,2023-01-26,44952.0,True,False,False,False,False,False,False,False,False,False,False,True,True
FUT9,2023-01-26,44952.0,True,False,False,False,False,False,False,False,False,False,False,False,True
FUT1,2023-01-27,44953.0,True,True,False,False,False,False,False,False,False,False,False,False,True
FUT10,2023-01-27,44953.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT2,2023-01-27,44953.0,False,False,False,False,False,False,False,False,False,False,True,False,True
FUT3,2023-01-27,44953.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT4,2023-01-27,44953.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT5,2023-01-27,44953.0,False,False,False,False,False,False,False,False,False,False,False,True,True
FUT6,2023-01-27,44953.0,True,False,False,False,False,False,False,False,False,False,True,True,True
FUT7,2023-01-27,44953.0,True,False,True,False,True,False,False,False,False,False,False,False,True
FUT8,2023-01-27,44953.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT9,2023-01-27,44953.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT1,2023-01-30,44956.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT10,2023-01-30,44956.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT2,2023-01-30,44956.0,False,True,False,False,False,False,False,False,False,False,False,False,True
FUT3,2023-01-30,44956.0,False,False,False,False,False,False,False,False,False,True,False,False,True
FUT4,2023-01-30,44956.0,True,True,False,False,False,False,False,False,False,False,True,True,True
FUT5,2023-01-30,44956.0,True,False,True,False,True,False,False,False,False,False,False,False,True
FUT6,2023-01-30,44956.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT7,2023-01-30,44956.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT8,2023-01-30,44956.0,False,True,False,False,False,False,False,False,False,False,False,False,True
FUT9,2023-01-30,44956.0,False,True,False,False,False,False,False,False,False,False,False,False,True
FUT1,2023-01-31,44957.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT10,2023-01-31,44957.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT2,2023-01-31,44957.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT3,2023-01-31,44957.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT4,2023-01-31,44957.0,False,True,False,False,False,False,False,False,False,False,True,False,True
FUT5,2023-01-31,44957.0,False,False,False,False,False,False,False,False,False,False,False,True,True
FUT6,2023-01-31,44957.0,False,False,True,False,True,False,False,False,False,False,False,False,True
FUT7,2023-01-31,44957.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT8,2023-01-31,44957.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT9,2023-01-31,44957.0,True,True,False,False,False,False,False,False,False,False,False,False,True
FUT1,2023-02-01,44958.0,True,False,True,False,True,False,False,False,False,False,False,False,True
FUT10,2023-02-01,44958.0,True,False,False,False,False,False,False,False,False,False,False,False,True
FUT2,2023-02-01,44958.0,True,False,True,False,False,True,False,False,False,True,True,False,True
FUT3,2023-02-01,44958.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT4,2023-02-01,44958.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT5,2023-02-01,44958.0,True,False,False,False,False,False,False,False,False,False,False,False,True
FUT6,2023-02-01,44958.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT7,2023-02-01,44958.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT8,2023-02-01,44958.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT9,2023-02-01,44958.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT1,2023-02-02,44959.0,False,False,False,False,False,False,False,False,False,False,False,True,True
FUT10,2023-02-02,44959.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT2,2023-02-02,44959.0,False,False,False,False,False,False,False,False,False,False,True,False,True
FUT3,2023-02-02,44959.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT4,2023-02-02,44959.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT5,2023-02-02,44959.0,True,False,False,False,False,False,False,False,False,False,False,True,True
FUT6,2023-02-02,44959.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT7,2023-02-02,44959.0,True,True,False,False,False,False,False,False,False,False,False,False,True
FUT8,2023-02-02,44959.0,True,False,False,False,False,False,False,False,False,False,True,False,True
FUT9,2023-02-02,44959.0,False,True,False,False,False,False,False,False,False,False,True,False,True
FUT1,2023-02-03,44960.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT10,2023-02-03,44960.0,True,True,False,False,False,False,False,False,False,False,False,False,True
FUT2,2023-02-03,44960.0,False,False,True,False,True,True,False,False,False,False,False,False,True
FUT3,2023-02-03,44960.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT4,2023-02-03,44960.0,True,False,True,False,False,True,False,False,False,False,True,False,True
FUT5,2023-02-03,44960.0,True,False,True,False,False,True,False,False,False,False,True,False,True
FUT6,2023-02-03,44960.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT7,2023-02-03,44960.0,False,True,False,False,False,False,False,False,False,False,True,False,True
FUT8,2023-02-03,44960.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT9,2023-02-03,44960.0,False,True,False,False,False,False,False,False,False,False,True,False,True
FUT1,2023-02-06,44963.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT10,2023-02-06,44963.0,True,False,True,True,True,True,False,False,False,False,False,False,True
FUT2,2023-02-06,44963.0,True,False,False,False,False,False,False,False,False,False,False,False,True
FUT3,2023-02-06,44963.0,False,True,False,False,False,False,False,False,False,False,True,False,True
FUT4,2023-02-06,44963.0,False,False,True,True,True,True,False,False,False,False,True,False,True
FUT5,2023-02-06,44963.0,False,False,False,False,False,False,False,False,False,False,True,False,True
FUT6,2023-02-06,44963.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT7,2023-02-06,44963.0,True,True,False,False,False,False,False,False,False,False,True,False,True
FUT8,2023-02-06,44963.0,False,True,False,False,False,False,False,False,False,False,False,False,True
FUT9,2023-02-06,44963.0,False,True,False,False,False,False,False,False,False,False,False,False,True
FUT1,2023-02-07,44964.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT10,2023-02-07,44964.0,True,False,True,True,True,True,False,False,False,False,True,False,True
FUT2,2023-02-07,44964.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT3,2023-02-07,44964.0,False,False,False,False,False,False,False,False,False,False,True,False,True
FUT4,2023-02-07,44964.0,True,True,False,False,False,False,False,False,False,False,False,False,True
FUT5,2023-02-07,44964.0,False,False,True,False,True,False,False,False,False,False,True,True,True
FUT6,2023-02-07,44964.0,False,True,False,False,False,False,False,False,False,False,True,False,True
FUT7,2023-02-07,44964.0,False,True,False,False,False,False,False,False,False,False,True,False,True
FUT8,2023-02-07,44964.0,False,True,False,False,False,False,False,False,False,False,False,False,True
FUT9,2023-02-07,44964.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT1,2023-02-08,44965.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT10,2023-02-08,44965.0,False,True,False,False,False,False,False,False,False,False,True,False,True
FUT2,2023-02-08,44965.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT3,2023-02-08,44965.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT4,2023-02-08,44965.0,True,True,False,False,False,False,False,False,False,False,False,False,True
FUT5,2023-02-08,44965.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT6,2023-02-08,44965.0,False,False,False,False,False,False,False,False,False,False,True,False,True
FUT7,2023-02-08,44965.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT8,2023-02-08,44965.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT9,2023-02-08,44965.0,False,True,False,False,False,False,False,False,False,False,False,False,True
FUT1,2023-02-09,44966.0,False,True,False,False,False,False,False,False,False,False,False,False,True
FUT10,2023-02-09,44966.0,False,False,False,False,False,False,False,False,False,False,True,False,True
FUT2,2023-02-09,44966.0,False,True,False,False,False,False,False,False,False,True,False,False,True
FUT3,2023-02-09,44966.0,False,True,False,False,False,False,False,False,False,False,False,False,True
FUT4,2023-02-09,44966.0,True,False,True,False,True,False,False,False,False,False,False,False,True
FUT5,2023-02-09,44966.0,False,False,True,False,False,True,False,False,False,False,False,False,True
FUT6,2023-02-09,44966.0,False,True,False,False,False,False,False,False,False,False,False,False,True
FUT7,2023-02-09,44966.0,False,False,True,False,True,True,False,False,False,False,False,False,True
FUT8,2023-02-09,44966.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT9,2023-02-09,44966.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT1,2023-02-10,44967.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT10,2023-02-10,44967.0,False,False,False,False,False,False,False,False,True,False,False,False,True
FUT2,2023-02-10,44967.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT3,2023-02-10,44967.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT4,2023-02-10,44967.0,False,False,True,False,True,False,False,False,False,False,False,False,True
FUT5,2023-02-10,44967.0,False,True,False,False,False,False,False,False,False,False,True,False,True
FUT6,2023-02-10,44967.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT7,2023-02-10,44967.0,True,True,False,False,False,False,False,False,False,False,True,False,True
FUT8,2023-02-10,44967.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT9,2023-02-10,44967.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT1,2023-02-13,44970.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT10,2023-02-13,44970.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT2,2023-02-13,44970.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT3,2023-02-13,44970.0,True,True,False,False,False,False,False,False,False,False,False,False,True
FUT4,2023-02-13,44970.0,True,False,False,False,False,False,False,False,False,False,False,False,True
FUT5,2023-02-13,44970.0,False,False,False,False,False,False,False,False,False,False,True,False,True
FUT6,2023-02-13,44970.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT7,2023-02-13,44970.0,True,False,True,False,False,True,False,False,False,False,True,False,True
FUT8,2023-02-13,44970.0,True,True,False,False,False,False,False,False,False,False,False,False,True
FUT9,2023-02-13,44970.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT1,2023-02-14,44971.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT10,2023-02-14,44971.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT2,2023-02-14,44971.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT3,2023-02-14,44971.0,True,False,True,False,False,True,False,False,False,False,True,False,True
FUT4,2023-02-14,44971.0,False,False,True,False,True,True,False,False,False,False,False,False,True
FUT5,2023-02-14,44971.0,False,True,False,False,False,False,False,False,False,False,False,False,True
FUT6,2023-02-14,44971.0,False,True,False,False,False,False,False,False,False,False,False,True,True
FUT7,2023-02-14,44971.0,False,False,False,False,False,False,False,False,False,False,True,False,True
FUT8,2023-02-14,44971.0,False,False,True,True,True,True,False,False,False,False,False,True,True
FUT9,2023-02-14,44971.0,True,True,False,False,False,False,False,False,False,False,True,True,True
FUT1,2023-02-15,44972.0,True,True,False,False,False,False,False,False,False,False,True,False,True
FUT2,2023-02-15,44972.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT3,2023-02-15,44972.0,False,False,False,False,False,False,False,False,False,False,True,False,True
FUT4,2023-02-15,44972.0,True,False,True,True,True,True,False,False,False,False,False,False,True
FUT5,2023-02-15,44972.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT6,2023-02-15,44972.0,False,False,False,False,False,False,False,False,False,False,True,False,True
FUT7,2023-02-15,44972.0,True,True,False,False,False,False,False,False,False,True,False,False,True
FUT8,2023-02-15,44972.0,False,True,False,False,False,False,False,False,False,False,False,False,True
FUT9,2023-02-15,44972.0,True,False,False,False,False,False,False,False,False,False,True,False,True
FUT1,2023-02-16,44973.0,False,True,False,False,False,False,False,False,False,False,True,False,True
FUT2,2023-02-16,44973.0,False,False,True,False,True,True,False,False,False,False,True,False,True
FUT3,2023-02-16,44973.0,False,False,True,False,False,True,False,False,False,False,True,False,True
FUT4,2023-02-16,44973.0,False,False,True,True,True,True,False,False,False,False,False,False,True
FUT5,2023-02-16,44973.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT6,2023-02-16,44973.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT7,2023-02-16,44973.0,False,False,True,False,True,False,False,False,False,False,False,False,True
FUT8,2023-02-16,44973.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT9,2023-02-16,44973.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT1,2023-02-17,44974.0,False,False,False,False,False,False,False,False,False,False,True,False,True
FUT2,2023-02-17,44974.0,False,True,False,False,False,False,False,False,False,False,False,False,True
FUT3,2023-02-17,44974.0,False,True,False,False,False,False,False,False,False,False,True,False,True
FUT4,2023-02-17,44974.0,False,False,False,False,False,False,False,False,False,False,False,False,False
FUT5,2023-02-17,44974.0,False,False,False,False,False,False,False,False,False,False,False,False,False
